CIFAR10,VGG,GPU,Spatial,0,0.1171875,1565457110567
CIFAR10,VGG,GPU,Spatial,100,0.109375,1565457146702
CIFAR10,VGG,GPU,Spatial,200,0.0859375,1565457182955
CIFAR10,VGG,GPU,Spatial,300,0.1015625,1565457219376
CIFAR10,VGG,GPU,Spatial,400,0.1328125,1565457255805
CIFAR10,VGG,GPU,Spatial,500,0.15625,1565457292242
CIFAR10,VGG,GPU,Spatial,600,0.09375,1565457328684
CIFAR10,VGG,GPU,Spatial,700,0.109375,1565457365130
CIFAR10,VGG,GPU,Spatial,800,0.1328125,1565457401576
CIFAR10,VGG,GPU,Spatial,900,0.125,1565457438078
CIFAR10,VGG,GPU,Spatial,1000,0.140625,1565457551204
CIFAR10,VGG,GPU,Spatial,1100,0.171875,1565457587647
CIFAR10,VGG,GPU,Spatial,1200,0.25,1565457624168
CIFAR10,VGG,GPU,Spatial,1300,0.171875,1565457660795
CIFAR10,VGG,GPU,Spatial,1400,0.2421875,1565457697421
CIFAR10,VGG,GPU,Spatial,1500,0.2109375,1565457734048
CIFAR10,VGG,GPU,Spatial,1600,0.25,1565457770680
CIFAR10,VGG,GPU,Spatial,1700,0.2421875,1565457807311
CIFAR10,VGG,GPU,Spatial,1800,0.25,1565457843944
CIFAR10,VGG,GPU,Spatial,1900,0.296875,1565457880574
CIFAR10,VGG,GPU,Spatial,2000,0.2890625,1565457993740
CIFAR10,VGG,GPU,Spatial,2100,0.3359375,1565458030190
CIFAR10,VGG,GPU,Spatial,2200,0.3125,1565458066739
CIFAR10,VGG,GPU,Spatial,2300,0.3359375,1565458103372
CIFAR10,VGG,GPU,Spatial,2400,0.34375,1565458140002
CIFAR10,VGG,GPU,Spatial,2500,0.359375,1565458176637
CIFAR10,VGG,GPU,Spatial,2600,0.3203125,1565458213274
CIFAR10,VGG,GPU,Spatial,2700,0.4140625,1565458249908
CIFAR10,VGG,GPU,Spatial,2800,0.3984375,1565458286543
CIFAR10,VGG,GPU,Spatial,2900,0.453125,1565458323178
CIFAR10,VGG,GPU,Spatial,3000,0.4765625,1565458436402
CIFAR10,VGG,GPU,Spatial,3100,0.4140625,1565458473041
CIFAR10,VGG,GPU,Spatial,3200,0.4453125,1565458509587
CIFAR10,VGG,GPU,Spatial,3300,0.484375,1565458546223
CIFAR10,VGG,GPU,Spatial,3400,0.5546875,1565458582856
CIFAR10,VGG,GPU,Spatial,3500,0.5546875,1565458619492
CIFAR10,VGG,GPU,Spatial,3600,0.640625,1565458656128
CIFAR10,VGG,GPU,Spatial,3700,0.65625,1565458692763
CIFAR10,VGG,GPU,Spatial,3800,0.6328125,1565458729401
CIFAR10,VGG,GPU,Spatial,3900,0.703125,1565458766040
CIFAR10,VGG,GPU,Spatial,4000,0.6796875,1565458879241
CIFAR10,VGG,GPU,Spatial,4100,0.65625,1565458915696
CIFAR10,VGG,GPU,Spatial,4200,0.71875,1565458952262
CIFAR10,VGG,GPU,Spatial,4300,0.7265625,1565458988895
CIFAR10,VGG,GPU,Spatial,4400,0.765625,1565459025530
CIFAR10,VGG,GPU,Spatial,4500,0.7734375,1565459062166
CIFAR10,VGG,GPU,Spatial,4600,0.8046875,1565459098804
CIFAR10,VGG,GPU,Spatial,4700,0.7421875,1565459135441
CIFAR10,VGG,GPU,Spatial,4800,0.8125,1565459172077
CIFAR10,VGG,GPU,Spatial,4900,0.75,1565459208712
CIFAR10,VGG,GPU,Spatial,5000,0.8046875,1565459321968
CIFAR10,VGG,GPU,Spatial,5100,0.8359375,1565459358424
CIFAR10,VGG,GPU,Spatial,5200,0.7734375,1565459395038
CIFAR10,VGG,GPU,Spatial,5300,0.828125,1565459431669
CIFAR10,VGG,GPU,Spatial,5400,0.8046875,1565459468305
CIFAR10,VGG,GPU,Spatial,5500,0.8359375,1565459504942
CIFAR10,VGG,GPU,Spatial,5600,0.828125,1565459541576
CIFAR10,VGG,GPU,Spatial,5700,0.7578125,1565459578206
CIFAR10,VGG,GPU,Spatial,5800,0.8046875,1565459614838
CIFAR10,VGG,GPU,Spatial,5900,0.8515625,1565459651474
CIFAR10,VGG,GPU,Spatial,6000,0.8125,1565459764709
CIFAR10,VGG,GPU,Spatial,6100,0.8125,1565459801165
CIFAR10,VGG,GPU,Spatial,6200,0.84375,1565459837698
CIFAR10,VGG,GPU,Spatial,6300,0.828125,1565459874334
CIFAR10,VGG,GPU,Spatial,6400,0.84375,1565459910970
CIFAR10,VGG,GPU,Spatial,6500,0.8828125,1565459947608
CIFAR10,VGG,GPU,Spatial,6600,0.8203125,1565459984245
CIFAR10,VGG,GPU,Spatial,6700,0.8203125,1565460020879
CIFAR10,VGG,GPU,Spatial,6800,0.8515625,1565460057517
CIFAR10,VGG,GPU,Spatial,6900,0.8125,1565460094155
CIFAR10,VGG,GPU,Spatial,7000,0.921875,1565460207411
CIFAR10,VGG,GPU,Spatial,7100,0.9453125,1565460243867
CIFAR10,VGG,GPU,Spatial,7200,0.8984375,1565460280440
CIFAR10,VGG,GPU,Spatial,7300,0.8359375,1565460317071
CIFAR10,VGG,GPU,Spatial,7400,0.8515625,1565460353706
CIFAR10,VGG,GPU,Spatial,7500,0.890625,1565460390340
CIFAR10,VGG,GPU,Spatial,7600,0.84375,1565460426972
CIFAR10,VGG,GPU,Spatial,7700,0.921875,1565460463604
CIFAR10,VGG,GPU,Spatial,7800,0.9453125,1565460500238
CIFAR10,VGG,GPU,Spatial,7900,0.9140625,1565460536874
CIFAR10,VGG,GPU,Spatial,8000,0.90625,1565460650047
CIFAR10,VGG,GPU,Spatial,8100,0.859375,1565460686504
CIFAR10,VGG,GPU,Spatial,8200,0.8984375,1565460723095
CIFAR10,VGG,GPU,Spatial,8300,0.921875,1565460759726
CIFAR10,VGG,GPU,Spatial,8400,0.828125,1565460796359
CIFAR10,VGG,GPU,Spatial,8500,0.8515625,1565460832993
CIFAR10,VGG,GPU,Spatial,8600,0.890625,1565460869629
CIFAR10,VGG,GPU,Spatial,8700,0.859375,1565460906261
